Country;Year;Agricultural methane emissions (% of total);Agricultural methane emissions (thousand metric tons of CO2 equivalent);Agricultural nitrous oxide emissions (% of total);Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent);Agriculture, forestry, and fishing, value added (current US$);Changes in inventories (current US$);CO2 emissions (kg per 2015 US$ of GDP);CO2 emissions (kg per 2017 PPP $ of GDP);CO2 emissions (kg per PPP $ of GDP);CO2 emissions (kt);CO2 emissions (metric tons per capita);CO2 emissions from electricity and heat production, total (% of total fuel combustion);CO2 emissions from gaseous fuel consumption (% of total);CO2 emissions from gaseous fuel consumption (kt);CO2 emissions from liquid fuel consumption (% of total);CO2 emissions from liquid fuel consumption (kt);CO2 emissions from manufacturing industries and construction (% of total fuel combustion);CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion);CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion);CO2 emissions from solid fuel consumption (% of total);CO2 emissions from solid fuel consumption (kt);CO2 emissions from transport (% of total fuel combustion);CO2 intensity (kg per kg of oil equivalent energy use);Energy related methane emissions (% of total);Exports of goods and services (current US$);External balance on goods and services (current US$);Final consumption expenditure (current US$);GDP (current US$);GDP per capita (current US$);General government final consumption expenditure (current US$);GHG net emissions/removals by LUCF (Mt of CO2 equivalent);GNI (current US$);Gross capital formation (current US$);Gross domestic savings (current US$);Gross fixed capital formation (current US$);Gross national expenditure (current US$);Gross savings (current US$);Gross value added at basic prices (GVA) (current US$);HFC gas emissions (thousand metric tons of CO2 equivalent);Households and NPISHs Final consumption expenditure (current US$);Imports of goods and services (current US$);Industry (including construction), value added (current US$);Manufacturing, value added (current US$);Methane emissions (% change from 1990);Methane emissions (kt of CO2 equivalent);Methane emissions in energy sector (thousand metric tons of CO2 equivalent);Net primary income (Net income from abroad) (current US$);Net secondary income (Net current transfers from abroad) (current US$);Nitrous oxide emissions (% change from 1990);Nitrous oxide emissions (thousand metric tons of CO2 equivalent);Nitrous oxide emissions in energy sector (% of total);Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent);Other greenhouse gas emissions (% change from 1990);Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent);PFC gas emissions (thousand metric tons of CO2 equivalent);PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total);PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total);PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total);PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total);Services, value added (current US$);SF6 gas emissions (thousand metric tons of CO2 equivalent);Taxes less subsidies on products (current US$);Total greenhouse gas emissions (% change from 1990);Total greenhouse gas emissions (kt of CO2 equivalent)
Botswana;2010;90.76591376;;89.85058058;;1.23E+08;-2.36E+08;;;;;;43.57541899;0;0;0;0;28.49162011;1.675977654;2.793296089;100;1239.446;23.46368715;1.321964336;5.324264152;1.48E+09;5.24E+08;1.14E+09;1.97E+09;1610.365363;5.29E+08;;1.73E+09;3.05E+08;8.29E+08;5.41E+08;1.44E+09;7.61E+08;1.83E+09;;6.08E+08;9.52E+08;1.14E+09;1.08E+08;;;;-2.36E+08;1.68E+08;;;0.533002948;;;-550.0765092;;;;;;;5.69E+08;;1.33E+08;;
Brazil;2010;64.15604626;;63.54345296;;2.65E+10;-68458.64076;;;;;;16.95009757;3.201752836;6644.604;70.1876524;145660.574;26.95846111;5.804293281;7.800390298;19.40311694;40267.327;42.48118205;1.475340982;8.738724857;2.78E+10;9.61E+09;2.19E+11;2.83E+11;1986.834138;3.58E+10;;2.83E+11;6.56E+10;6.42E+10;6.56E+10;2.84E+11;6.41E+10;2.65E+11;;1.83E+11;1.82E+10;1.21E+11;8.46E+10;;;;-1.11E+10;;;;2.68606243;;;933248.6989;;;;;;;1.17E+11;;2.94E+10;;
British Virgin Islands;2010;68.21962498;;77.07565487;;;;;;;;;;0;0;100;62.339;;;;0;0;;;2.26401831;;;;;;;;;;;;;;;;;;;;;;;;;;;8.073979971;;;;;;;;;;;;;;
Brunei Darussalam;2010;0.489923894;;10.87251921;;5.32E+07;;;;;;;79.59866221;62.6519337;2079.189;35.91160221;1191.775;3.344481605;0;1.337792642;0;0;16.38795987;2.066607632;80.24750086;;;;2.75E+09;11587.48922;;;;;;;;;;;;;1.64E+09;2.77E+08;;;;;;;;0.838390469;;;12087.41064;;;;;;;1.06E+09;;;;
Bulgaria;2010;38.15905052;;50.83167669;;3.31E+09;1.69E+09;;;;;;51.60830861;11.77718196;10791.981;39.61342991;36299.633;15.00296736;23.34718101;5.637982196;45.62407459;41807.467;4.403560831;2.99440464;11.01665914;1.15E+10;-5.16E+08;1.94E+10;2.81E+10;3132.30136;4.74E+09;;2.78E+10;9.25E+09;8.73E+09;7.55E+09;2.86E+10;8.52E+09;2.90E+10;;1.46E+10;1.20E+10;1.73E+10;;;;;-3.14E+08;1.07E+08;;;2.556224056;;;-1120.791367;;;;;;;8.45E+09;;-9.32E+08;;
Burkina Faso;2010;69.35607729;;89.32310837;;6.59E+08;-1.76E+07;;;;;;;0;0;100;517.047;;;;0;0;;;19.48596579;2.69E+08;-3.96E+08;2.31E+09;2.37E+09;280.9527054;4.73E+08;;2.36E+09;4.56E+08;5.93E+07;4.73E+08;2.77E+09;;2.28E+09;;1.84E+09;6.65E+08;5.34E+08;3.55E+08;;;;-8800100.323;1.64E+08;;;4.424770268;;;-193.0602365;;;;;;;1.09E+09;;8.74E+07;;
Burundi;2010;30.31618329;;73.25019535;;5.72E+08;1.24E+07;;;;;;;0;0;89.70588235;223.687;;;;10.29411765;25.669;;;44.76227217;1.10E+08;-1.81E+08;1.06E+09;1.13E+09;219.3713007;1.10E+08;;1.10E+09;2.56E+08;7.49E+07;2.43E+08;1.31E+09;1.61E+08;1.04E+09;;9.47E+08;2.91E+08;1.78E+08;1.20E+08;;;;-2.84E+07;;;;14.17871563;;;-159.1823125;;;;;;;2.88E+08;;9.35E+07;;
Cabo Verde;2010;40.710972;;81.3111039;;4.15E+07;;;;;;;;0;0;100;80.674;;;;0;0;;;1.76440925;4.26E+07;-1.12E+08;;2.35E+08;674.6226568;;;2.35E+08;;;;;;;;;1.55E+08;4.40E+07;1.99E+07;;;;-223001.6445;7.84E+07;;;1.735391834;;;5.137511316;;;;;;;1.50E+08;;;;
Cambodia;2010;85.69632686;;85.31741623;;;;;;;;;;0;0;100;436.373;;;;0;0;;;7.941387209;;;;;;;;;;;;;;;;;;;;;;;;;;;5.062539638;;;-521.7069217;;;;;;;;;;;
Cameroon;2010;43.85853563;;66.18497693;;3.13E+09;2.13E+07;;;;;;2.192982456;0;0;99.80119284;1840.834;7.456140351;0;17.10526316;0.198807157;3.667;73.24561404;0.400262617;30.06859302;2.18E+09;-5.13E+08;1.03E+10;1.30E+10;1250.697602;1.59E+09;;1.29E+10;3.22E+09;2.74E+09;3.20E+09;1.35E+10;2.47E+09;1.26E+10;;8.72E+09;2.69E+09;3.79E+09;1.67E+09;;;;-1.69E+08;3.33E+07;;;1.856395978;;;54604.70292;;;;;;;5.69E+09;;4.36E+08;;
Canada;2010;24.14681799;;39.66367194;;;1.38E+09;;;;;;31.60509394;27.63835756;119217.837;46.83669132;202029.698;19.98739125;1.505484806;16.97894339;22.97713168;99111.676;29.92308662;2.126159596;43.88202531;1.13E+11;4.94E+09;3.31E+11;4.33E+11;16377.90535;9.31E+10;;4.20E+11;9.61E+10;1.02E+11;9.47E+10;4.27E+11;8.74E+10;4.02E+11;;2.38E+11;1.08E+11;;;;;;-1.34E+10;-1.08E+09;;;13.94887718;;;-70002.15469;;;;;;;;;2.91E+10;;
Cayman Islands;2010;16.34227347;;27.18397558;;;;;;;;;;0;0;100;216.353;;;;0;0;;;3.009959971;;;;;;;;;;;;;;;;;;;;;;;;;;;24.73832182;;;;;;;;;;;;;;
Central African Republic;2010;78.12445982;;75.80671495;;;-2695179.56;;;;;;;0;0;100;260.357;;;;0;0;;;1.013323303;2.14E+08;-1.29E+08;1.18E+09;1.20E+09;459.1660541;2.10E+08;;1.18E+09;1.52E+08;2.31E+07;1.54E+08;1.33E+09;1.00E+08;1.12E+09;;9.68E+08;3.43E+08;;;;;;-2.41E+07;1.06E+08;;;0.150484632;;;42014.70039;;;;;;;;;7.79E+07;;
Chad;2010;83.67311839;;90.80008055;;3.70E+08;3.12E+07;;;;;;;0;0;100;198.018;;;;0;0;;;9.873168696;1.80E+08;-2.44E+08;1.26E+09;1.16E+09;219.4792178;1.84E+08;;1.15E+09;1.06E+08;-9.28E+07;7.50E+07;1.36E+09;1.25E+08;1.12E+09;;1.07E+09;4.24E+08;1.63E+08;1.27E+08;;;;-1.07E+07;1.04E+08;;;1.483429614;;;-251.8599379;;;;;;;5.84E+08;;4.69E+07;;
Channel Islands;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chile;2010;52.4224633;;80.05741737;;1.96E+09;6.29E+08;;;;;;24.34146341;7.294193757;1653.817;64.51560731;14627.663;30.82926829;1.512195122;10.24390244;23.09558467;5236.476;33.07317073;2.193930744;20.71169072;6.31E+09;5.55E+08;1.67E+10;2.23E+10;1750.658691;2.42E+09;;2.05E+10;4.98E+09;5.59E+09;4.35E+09;2.16E+10;3.98E+09;1.98E+10;;1.42E+10;5.75E+09;8.06E+09;3.90E+09;;;;-1.75E+09;1.26E+08;;;4.322780828;;;761.0593125;;;;;;;1.12E+10;;2.50E+09;;
China;2010;53.67763974;;73.62582292;;7.18E+10;1.85E+10;;;;;;29.19407715;1.204793285;26622.42;14.5623995;321786.584;40.00054639;5.810840345;18.92252213;80.17882717;1771718.384;6.072013988;2.935404742;32.59132942;2.84E+10;2.43E+08;1.71E+11;2.73E+11;251.811957;3.58E+10;;2.73E+11;1.02E+11;1.02E+11;8.34E+10;2.73E+11;1.02E+11;;;1.36E+11;2.82E+10;1.18E+11;;;;;-1.79E+08;1.87E+08;;;5.580605018;;;54638.42403;;;;;;;8.29E+10;;;;
Colombia;2010;71.69898774;;79.45068579;;6.57E+09;9.37E+08;;;;;;27.59915513;14.24317257;7190.987;53.42097618;26970.785;26.49612767;5.022295236;6.500821403;24.70947124;12475.134;34.38160056;2.243890311;13.47009535;6.17E+09;1.47E+09;2.76E+10;3.64E+10;1188.551777;3.58E+09;;3.44E+10;7.27E+09;8.74E+09;6.34E+09;3.49E+10;7.75E+09;3.51E+10;;2.41E+10;4.70E+09;1.26E+10;7.39E+09;;;;-1.99E+09;1.00E+09;;;2.838764715;;;51069.02625;;;;;;;1.68E+10;;1.27E+09;;
Comoros;2010;52.17203745;;84.98903021;;9.92E+07;3125057.321;;;;;;;0;0;100;47.671;;;;0;0;;;20.07984678;2.98E+07;-6.10E+07;3.38E+08;3.38E+08;850.4331284;3.73E+07;;3.37E+08;6.09E+07;-143078.6459;5.78E+07;3.99E+08;3.85E+07;;;3.00E+08;9.09E+07;4.12E+07;;;;;-977260.4254;;;;2.795806373;;;0.55428074;;;;;;;1.84E+08;;;;
Congo, Dem. Rep.;2010;27.22045882;;34.81040108;;;;;;;;;4.819277108;0;0;71.5509039;2757.584;24.39759036;42.1686747;11.44578313;22.07421503;850.744;17.1686747;0.364815732;3.883479692;;;;7.66E+09;234.2104132;;;;;;;;;;;;;;;;;;;;;;0.786625525;;;1075471.386;;;;;;;;;;;
Congo, Rep.;2010;32.21375461;;45.91938092;;2.74E+08;0;;;;;;0;0.27700831;3.667;85.59556787;1133.103;8.333333333;0;11.11111111;0;0;80.55555556;1.731502058;27.12845622;9.59E+08;7.15E+07;1.77E+09;2.30E+09;1049.847829;4.73E+08;;2.34E+09;4.53E+08;5.25E+08;4.53E+08;2.23E+09;5.74E+08;;;1.30E+09;8.87E+08;8.22E+08;1.99E+08;;;;3.84E+07;;;;0.924943671;;;45135.39608;;;;;;;1.20E+09;;;;
Costa Rica;2010;85.73321835;;87.56160675;;8.19E+08;3.32E+08;;;;;;10.45454545;0;0;89.49468085;2467.891;23.63636364;0;3.181818182;0;0;62.72727273;1.953109794;4.782950379;1.43E+09;-1.87E+08;3.49E+09;4.53E+09;1549.941803;6.79E+08;;4.24E+09;1.23E+09;1.04E+09;8.97E+08;4.72E+09;9.71E+08;4.53E+09;;2.81E+09;1.62E+09;1.25E+09;9.67E+08;;;;-2.97E+08;2.26E+08;;;2.573997711;;;-77.54214905;;;;;;;2.46E+09;;;;
Cote d'Ivoire;2010;18.98015883;;21.37975069;;2.94E+09;5.52E+07;;;;;;32.78688525;0;0;95.75178998;7356.002;13.44262295;4.918032787;13.1147541;0;0;35.73770492;1.831712004;17.03128187;3.37E+09;3.84E+08;8.46E+09;1.01E+10;945.9986255;1.64E+09;;9.20E+09;1.24E+09;1.63E+09;1.19E+09;9.70E+09;;;;6.82E+09;2.99E+09;2.26E+09;;;;;-8.91E+08;;;;2.692098703;;;103500.2592;;;;;;;4.89E+09;;;;
Croatia;2010;50.09823152;;44.02343323;;;;;;;;;;;;;;;;;;;;;28.81108623;;;;;;;;;;;;;;;;;;;;;;;;;;;1.969821302;;;14172.78101;;;;;;;;;;;
Cuba;2010;69.85960135;;71.29356996;;3.19E+09;-3.63E+08;;;;;;35.21248916;0.129603629;44.004;93.85462793;31866.23;33.33333333;8.817577334;6.475860075;0.831623285;282.359;16.1607401;2.136871744;9.475502564;8.30E+09;-2.78E+09;2.24E+10;2.52E+10;2441.575942;8.07E+09;;2.47E+10;5.76E+09;2.79E+09;6.12E+09;2.82E+10;;2.33E+10;;1.44E+10;1.11E+10;4.08E+09;1.91E+09;;;;-4.99E+08;;;;6.547736991;;;1134.965049;;;;;;;;;1.96E+09;;
Curacao;2010;;;;;;;;;;;;46.21212121;;;;;24.49494949;0;5.303030303;;;24.24242424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cyprus;2010;51.97803403;;76.38589372;;2.75E+08;;;;;;;41.78272981;0;0;79.89323843;3292.966;28.41225627;0;4.456824513;9.697508897;399.703;25.62674095;3.483740968;3.486588612;1.75E+09;-1.11E+08;2.82E+09;3.70E+09;6690.578125;6.15E+08;;3.67E+09;9.46E+08;8.84E+08;8.70E+08;3.77E+09;9.54E+08;;;2.21E+09;1.86E+09;1.02E+09;5.70E+08;;;;-3.70E+07;6.31E+07;;;4.414717755;;;-515.3330701;;;;;;;;;;;
Czechia;2010;42.99274897;;49.7042826;;;;;;;;;30.6959873;;;;;41.62321469;4.046701428;19.97279528;;;3.661301292;;43.17467661;;;;;;;;;;;;;;;;;;;;;;;;;;;16.97997284;;;-1576.71334;;;;;;;;;;;
Denmark;2010;70.37767285;;67.02961956;;3.78E+09;-3.91E+08;;;;;;52.24080268;4.63859208;2706.246;46.1910748;26948.783;10.4180602;2.775919732;16.10367893;47.12130735;27491.499;18.46153846;2.979006576;7.194550189;3.47E+10;2.25E+09;8.31E+10;1.09E+11;21340.67587;2.66E+10;;1.06E+11;2.41E+10;2.63E+10;2.45E+10;1.07E+11;2.30E+10;9.35E+10;;5.65E+10;3.24E+10;2.50E+10;1.65E+10;;;;-2.29E+09;-2.55E+09;;;5.730734267;;;3783.915264;;;;;;;6.47E+10;;1.59E+10;;
Djibouti;2010;71.71664447;;88.98419423;;;;;;;;;;0;0;100;388.702;;;;0;0;;;12.02560081;;;;3.73E+08;825.5468795;;;;;;;;;;;;;;;;;;;;;;2.314090914;;;21.45443691;;;;;;;;;;;
Dominica;2010;53.18329241;;84.50352316;;3.00E+07;0;;;;;;;0;0;100;47.671;;;;0;0;;;2.676103399;;;;1.52E+08;2144.796555;;;1.50E+08;;;;;;1.31E+08;;;;1.56E+07;7674750;;;;-2344444.444;6488888.889;;;3.917189747;;;-16.517592;;;;;;;8.59E+07;;2.13E+07;;
Dominican Republic;2010;70.97012548;;81.36693957;;6.92E+08;1.68E+07;;;;;;52.22772277;0;0;88.12030075;8595.448;9.777227723;0.618811881;4.95049505;6.315789474;616.056;32.54950495;2.449675916;8.423863836;1.49E+09;-4.08E+08;4.90E+09;5.83E+09;870.6550174;2.34E+08;;5.53E+09;1.33E+09;9.23E+08;1.31E+09;6.24E+09;9.54E+08;5.40E+09;;4.67E+09;1.90E+09;1.16E+09;7.45E+08;;;;-2.99E+08;7.05E+08;;;5.389297331;;;-422.3563545;;;;;;;3.51E+09;;4.22E+08;;
Ecuador;2010;72.20475487;;82.71536228;;2.98E+09;5.05E+08;;;;;;12.90877797;0.630761766;95.342;88.01552644;13303.876;16.86746988;10.58519793;10.32702238;0;0;49.31153184;2.639799649;15.73576427;2.14E+09;-9.76E+08;1.14E+10;1.39E+10;1433.332609;2.13E+09;;1.29E+10;3.54E+09;2.57E+09;3.04E+09;1.49E+10;1.64E+09;1.33E+10;;9.25E+09;3.12E+09;3.79E+09;2.96E+09;;;;-1.06E+09;1.32E+08;;;6.769163812;;;1231.73413;;;;;;;6.54E+09;;6.32E+08;;
Egypt, Arab Rep.;2010;38.73662176;;44.52944446;;7.94E+09;-1.04E+09;;;;;;32.92837971;13.35718837;9992.575;76.90309299;57531.563;35.10382822;0;13.81551067;3.911572962;2926.266;18.1522814;2.664188143;38.60939007;5.11E+09;-4.08E+09;3.40E+10;4.05E+10;765.6057309;5.81E+09;;3.99E+10;1.05E+10;6.44E+09;1.16E+10;4.45E+10;1.05E+10;3.88E+10;;2.82E+10;9.19E+09;1.05E+10;6.39E+09;;;;-5.22E+08;3.36E+09;;;2.484974361;;;-702.5169922;;;;;;;2.03E+10;;1.70E+09;;
El Salvador;2010;56.97744051;;83.73396685;;8.21E+08;-5.10E+07;;;;;;19;0;0;87.5748503;2145.195;20.5;0;7.5;0;0;52.5;0.963052952;14.62525358;7.52E+08;-2.81E+08;3.75E+09;3.96E+09;781.1110278;5.44E+08;;3.84E+09;4.89E+08;2.08E+08;5.40E+08;4.24E+09;6.24E+08;3.96E+09;;3.21E+09;1.03E+09;1.01E+09;7.85E+08;;;;-9.20E+07;5.39E+08;;;6.165547848;;;-280.2797113;;;;;;;2.12E+09;;;;
Equatorial Guinea;2010;7.60080811;;41.8438299;;;;;;;;;;0;0;100;99.009;;;;0;0;;;61.49898868;;;;9.33E+07;225.0550533;;;8.80E+07;;;;;;;;;;;;;;;-5305018.755;2.63E+07;;;45.41339964;;;-3.07945225;;;;;;;;;;;
Eritrea;2010;71.98991146;;92.51832823;;;;;;;;;;;;;;;;;;;;;15.10879816;;;;;;;;;;;;;;;;;;;;;;;;;;;3.189306085;;;164.1319816;;;;;;;;;;;
Estonia;2010;59.30047619;;46.93652887;;;;;;;;;;;;;;;;;;;;;23.38011414;;;;;;;;;;;;;;;;;;;;;;;;;;;11.05773329;;;20058.52237;;;;;;;;;;;
Eswatini;2010;61.48903768;;93.60198489;;8.28E+07;-9577446.342;;;;;;;0;0;0;0;;;;100;436.373;;;8.371220015;4.78E+08;-1522568.393;4.99E+08;5.84E+08;769.9352374;1.13E+08;;;8.68E+07;8.52E+07;9.64E+07;5.86E+08;;5.02E+08;;3.85E+08;4.80E+08;1.86E+08;1.47E+08;;;;;;;;3.065519855;;;80.8438916;;;;;;;2.33E+08;;8.18E+07;;
Ethiopia;2010;80.58327076;;91.72536026;;5.17E+09;0;;;;;;15.05376344;0;0;93.18181818;2405.552;17.20430108;13.97849462;6.989247312;0;0;46.77419355;0.124695683;8.340449276;;;;1.05E+10;245.6676284;;;1.05E+10;0;;;;;9.95E+09;;;;1.16E+09;5.42E+08;;;;-4.73E+07;1.74E+08;;;2.79631239;;;-495.061311;;;;;;;3.62E+09;;5.73E+08;;
Faroe Islands;2010;40.99574636;;93.20975561;;;;;;;;;;0;0;100;498.712;;;;0;0;;;0;;;;;;;;8.22E+08;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;
Fiji;2010;83.5729292;;91.52884685;;2.46E+08;3641893.838;;;;;;;0;0;90.76923077;432.706;;;;3.076923077;14.668;;;3.092977969;5.34E+08;3.83E+07;9.77E+08;1.18E+09;1560.654457;2.05E+08;;1.17E+09;1.88E+08;2.01E+08;1.85E+08;1.17E+09;1.95E+08;1.07E+09;;7.72E+08;4.95E+08;2.27E+08;1.26E+08;;;;-1.11E+07;-1.05E+07;;;2.630880551;;;411.6921786;;;;;;;5.96E+08;;1.09E+08;;
Finland;2010;28.99957707;;52.25122642;;4.84E+09;-1.04E+08;;;;;;36.36189381;5.196209375;2995.939;58.27768238;33600.721;25.58941921;3.718612229;13.62852214;35.28588692;20344.516;20.70155262;1.961172078;6.250577122;2.29E+10;4.75E+08;6.64E+10;9.16E+10;18571.05993;1.86E+10;;9.13E+10;2.46E+10;2.52E+10;2.47E+10;9.09E+10;2.44E+10;8.01E+10;;4.78E+10;2.24E+10;2.79E+10;1.94E+10;;;;-1.29E+09;-8.77E+08;;;8.965130385;;;-3484.421638;;;;;;;4.73E+10;;1.15E+10;;
France;2010;52.4561278;;46.96134021;;2.88E+10;3.81E+09;;;;;;15.86676218;13.94752436;52650.786;63.83338352;240965.904;22.46597421;2.578796562;29.13085005;19.10766152;72129.89;29.95463228;1.779378598;29.35471912;1.83E+11;-1.03E+10;7.36E+11;9.34E+11;16340.72597;2.07E+11;;9.42E+11;2.08E+11;1.98E+11;2.04E+11;9.44E+11;2.00E+11;8.33E+11;;5.30E+11;1.93E+11;2.34E+11;1.54E+11;;;;7.42E+09;-1.32E+10;;;4.168438612;;;26940.8468;;;;;;;5.70E+11;;1.01E+11;;
French Polynesia;2010;32.45652892;;29.49108061;;;;;;;;;;0;0;100;608.722;;;;0;0;;;3.641947518;;;;2.68E+09;13603.73658;;;2.68E+09;;;;;;;;;;;;;;;0;;;;16.95923699;;;290.5596611;;;;;;;;;;;
Gabon;2010;2.419757449;;24.83539194;;3.61E+08;-4.16E+07;;;;;;19.53125;5.46946217;220.02;37.01002735;1488.802;37.5;0;17.96875;0;0;24.21875;3.119926444;83.14331793;1.40E+09;-8.29E+07;2.50E+09;3.28E+09;3626.23096;8.06E+08;;3.04E+09;8.65E+08;7.82E+08;9.07E+08;3.36E+09;4.16E+08;;;1.69E+09;1.48E+09;1.60E+09;2.78E+08;;;;-2.43E+08;-6.20E+07;;;7.892125333;;;3109.60408;;;;;;;1.32E+09;;;;
Gambia, The;2010;70.61168044;;88.67679525;;6.74E+07;0;;;;;;;0;0;100;179.683;;;;0;0;;;15.08414419;1.09E+08;-2.18E+07;2.05E+08;2.21E+08;238.7954733;4.79E+07;;2.50E+08;3.78E+07;1.60E+07;3.78E+07;2.42E+08;9.33E+07;;;1.57E+08;1.31E+08;2.39E+07;1.32E+07;;;;2.99E+07;;;;3.252566404;;;90.0514741;;;;;;;1.29E+08;;;;
Georgia;2010;65.62939877;;47.82499415;;;;;;;;;;;;;;;;;;;;;17.26788592;;;;;;;;;;;;;;;;;;;;;;;;;;;6.138873286;;;2816.611548;;;;;;;;;;;
Germany;2010;36.12743244;;48.58036808;;;-1.95E+09;;;;;;42.45152493;;;;;17.86308676;1.946020733;23.54875579;;;14.19061178;;32.75878771;2.69E+11;-4.20E+09;1.02E+12;1.30E+12;16677.51079;2.69E+11;;1.30E+12;2.93E+11;2.83E+11;2.94E+11;1.31E+12;2.72E+11;1.19E+12;;7.47E+11;2.73E+11;;;;;;1.14E+10;-6.87E+09;;;8.417193751;;;47178.85547;;;;;;;;;1.10E+11;;
Ghana;2010;45.10922501;;72.14880108;;2.57E+09;3741496.599;;;;;;2.586206897;0;0;95.64732143;3142.619;12.06896552;5.172413793;20.25862069;0.223214286;7.334;59.48275862;0.669872056;25.21889767;9.98E+08;-3.31E+08;4.88E+09;5.07E+09;354.6156384;5.40E+08;;4.94E+09;5.30E+08;1.98E+08;5.26E+08;5.41E+09;3.84E+08;5.06E+09;;4.34E+09;1.33E+09;8.28E+08;5.01E+08;;;;-1.38E+08;2.02E+08;;;6.328685302;;;10615.8911;;;;;;;1.67E+09;;1.03E+07;;
Gibraltar;2010;0;;0;;;;;;;;;38.46153846;0;0;100;47.671;0;0;0;0;0;53.84615385;0.961593545;5.313488549;;;;;;;;;;;;;;;;;;;;;;;;;;;16.63404314;;;-11.64539012;;;;;;;;;;;
Greece;2010;51.65448005;;55.35105409;;;-9.73E+08;;;;;;51.01086048;0.369749841;234.688;47.44930383;30117.071;15.92314119;5.112781955;7.38512949;41.83372812;26552.747;20.55137845;3.54208863;17.90174666;1.19E+10;-3.99E+09;5.42E+10;6.57E+10;6564.884427;1.22E+10;;;1.52E+10;1.15E+10;1.52E+10;6.93E+10;;6.55E+10;;4.21E+10;1.59E+10;;;;;;;;;;7.357173061;;;-3060.115044;;;;;;;;;5.07E+09;;
Greenland;2010;16.12786024;;0.938043167;;;;;;;;;;0;0;100;234.688;;;;0;0;;;0;;;;7.87E+08;14554.35208;;;7.29E+08;;;;;;;;;;;;;;;-5.85E+07;3.89E+08;;;0;;;;;;;;;;;;;;
Grenada;2010;31.26401074;;55.6301674;;2.64E+07;;;;;;;;0;0;100;73.34;;;;0;0;;;10.50417769;;;;2.15E+08;2137.293309;;;2.08E+08;;;;;;1.83E+08;;;;3.05E+07;8188492.222;;;;-6640740.741;1.49E+07;;;11.86561421;;;-32.98433577;;;;;;;1.29E+08;;3.17E+07;;
Guam;2010;9.486768146;;89.86484667;;;;;;;;;;;;;;;;;;;;;0.078698545;;;;;;;;;;;;;;;;;;;;;;;;;;;0.317779717;;;3.4;;;;;;;;;;;
Guatemala;2010;60.77381338;;75.82138919;;1.84E+09;1.10E+08;;;;;;11.02941176;0.918273646;36.67;82.55280073;3296.633;20.95588235;3.308823529;12.5;0;0;52.20588235;1.044131939;14.85744903;1.12E+09;-4.57E+08;6.56E+09;7.08E+09;850.2185121;5.60E+08;;6.91E+09;9.85E+08;5.29E+08;8.75E+08;7.54E+09;5.43E+08;7.08E+09;;6.00E+09;1.58E+09;1.41E+09;1.11E+09;;;;-1.79E+08;1.93E+08;;;6.41600261;;;3819.849246;;;;;;;3.84E+09;;;;
Guinea;2010;50.18069421;;51.97670773;;5.35E+08;0;;;;;;;0;0;100;993.757;;;;0;0;;;15.55307901;6.46E+08;1.89E+07;1.69E+09;2.04E+09;350.733088;2.43E+08;;1.92E+09;3.32E+08;3.51E+08;3.32E+08;2.02E+09;2.49E+08;2.17E+09;;1.45E+09;6.27E+08;7.02E+08;;;;;-1.24E+08;-3.41E+07;;;3.618633935;;;39205.09041;;;;;;;9.33E+08;;-1.28E+08;;
Guinea-Bissau;2010;82.07603047;;90.68116337;;9.30E+07;0;;;;;;;0;0;100;194.351;;;;0;0;;;5.011465519;1.98E+07;-4.80E+07;1.61E+08;1.74E+08;187.2413443;1.86E+07;;1.66E+08;6.12E+07;1.33E+07;6.12E+07;2.22E+08;2.24E+07;1.62E+08;;1.42E+08;6.77E+07;2.14E+07;1.37E+07;;;;-8299992.546;2.06E+07;;;2.010703266;;;-3.836529997;;;;;;;4.72E+07;;1.23E+07;;
Guyana;2010;55.69158657;;78.0421222;;9.17E+07;1.17E+07;;;;;;;0;0;100;1309.119;;;;0;0;;;4.992504041;2.82E+08;-3.97E+07;2.84E+08;3.55E+08;464.3041261;9.71E+07;;2.62E+08;1.10E+08;7.06E+07;9.86E+07;3.94E+08;;3.06E+08;;1.87E+08;3.22E+08;9.22E+07;4.27E+07;;;;-9.21E+07;;;;1.226591506;;;11749.25677;;;;;;;1.22E+08;;4.83E+07;;
Haiti;2010;55.57157676;;84.19858686;;;;;;;;;27.16049383;0;0;81.12449799;740.734;23.45679012;0;7.407407407;5.220883534;47.671;41.97530864;0.604799272;19.37896426;;;;2.05E+09;314.549819;;;2.03E+09;;;;;;;;;;;;;;;-2.09E+07;1.71E+08;;;5.808567535;;;-57.48869226;;;;;;;;;;;
